model,rho,v_min,v_max,v_mean,trial,jaccard,llm_share_rate,gt_share_rate,source_file,source_line
gpt-5.2,0.3,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,480
gpt-5.2,0.3,0.6,0.9,0.75,2,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,487
gpt-5.2,0.3,0.6,0.9,0.75,3,0.8,0.8,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,722
gpt-5.2,0.3,0.9,1.2,1.05,1,0.23076923076923078,0.15,0.65,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,729
gpt-5.2,0.3,0.9,1.2,1.05,2,0.3076923076923077,0.2,0.65,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,964
gpt-5.2,0.3,0.9,1.2,1.05,3,0.23076923076923078,0.15,0.65,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,971
gpt-5.2,0.6,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1205
gpt-5.2,0.6,0.3,0.6,0.44999999999999996,2,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1212
gpt-5.2,0.6,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1443
gpt-5.2,0.6,0.6,0.9,0.75,1,0.65,0.65,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1450
gpt-5.2,0.6,0.6,0.9,0.75,2,0.7,0.7,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1654
gpt-5.2,0.6,0.6,0.9,0.75,3,0.65,0.65,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1661
gpt-5.2,0.6,0.9,1.2,1.05,1,0.06666666666666667,0.05,0.75,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1866
gpt-5.2,0.6,0.9,1.2,1.05,2,0.06666666666666667,0.05,0.75,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,1873
gpt-5.2,0.6,0.9,1.2,1.05,3,0.0,0.0,0.75,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2077
gpt-5.2,0.9,0.3,0.6,0.44999999999999996,1,0.8,0.8,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2084
gpt-5.2,0.9,0.3,0.6,0.44999999999999996,2,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2319
gpt-5.2,0.9,0.3,0.6,0.44999999999999996,3,0.8,0.8,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2326
gpt-5.2,0.9,0.6,0.9,0.75,1,0.1,0.1,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2560
gpt-5.2,0.9,0.6,0.9,0.75,2,0.15,0.15,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2567
gpt-5.2,0.9,0.6,0.9,0.75,3,0.15,0.15,1.0,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2802
gpt-5.2,0.9,0.9,1.2,1.05,1,0.0,0.0,0.95,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,2809
gpt-5.2,0.9,0.9,1.2,1.05,2,0.0,0.0,0.95,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,3037
gpt-5.2,0.9,0.9,1.2,1.05,3,0.0,0.0,0.95,sensitivity_results\scenario_b\summary_all_results_gpt-5.2.json,3044
qwen-plus,0.3,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,3
qwen-plus,0.3,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,238
qwen-plus,0.3,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,245
qwen-plus,0.3,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,480
qwen-plus,0.3,0.6,0.9,0.75,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,487
qwen-plus,0.3,0.6,0.9,0.75,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,722
qwen-plus,0.3,0.9,1.2,1.05,1,0.9230769230769231,0.6,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,2870
qwen-plus,0.3,0.9,1.2,1.05,2,1.0,0.65,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,3105
qwen-plus,0.3,0.9,1.2,1.05,3,0.9230769230769231,0.6,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,3112
qwen-plus,0.6,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,3347
qwen-plus,0.6,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,3354
qwen-plus,0.6,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,3589
qwen-plus,0.6,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,5729
qwen-plus,0.6,0.6,0.9,0.75,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,5942
qwen-plus,0.6,0.6,0.9,0.75,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,5949
qwen-plus,0.6,0.9,1.2,1.05,1,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,6163
qwen-plus,0.6,0.9,1.2,1.05,2,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,6170
qwen-plus,0.6,0.9,1.2,1.05,3,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,6383
qwen-plus,0.9,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,8350
qwen-plus,0.9,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,8585
qwen-plus,0.9,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,8592
qwen-plus,0.9,0.6,0.9,0.75,1,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,8827
qwen-plus,0.9,0.6,0.9,0.75,2,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,8834
qwen-plus,0.9,0.6,0.9,0.75,3,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9069
qwen-plus,0.9,0.9,1.2,1.05,1,0.5263157894736842,0.5,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,11209
qwen-plus,0.9,0.9,1.2,1.05,2,0.6842105263157895,0.65,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,11444
qwen-plus,0.9,0.9,1.2,1.05,3,0.8421052631578947,0.8,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,11451
qwen-plus-2025-12-01,0.3,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,729
qwen-plus-2025-12-01,0.3,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,964
qwen-plus-2025-12-01,0.3,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,971
qwen-plus-2025-12-01,0.3,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1206
qwen-plus-2025-12-01,0.3,0.6,0.9,0.75,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1213
qwen-plus-2025-12-01,0.3,0.6,0.9,0.75,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1448
qwen-plus-2025-12-01,0.3,0.9,1.2,1.05,1,0.9230769230769231,0.6,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,3596
qwen-plus-2025-12-01,0.3,0.9,1.2,1.05,2,0.9230769230769231,0.6,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,3831
qwen-plus-2025-12-01,0.3,0.9,1.2,1.05,3,0.9230769230769231,0.6,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,3838
qwen-plus-2025-12-01,0.6,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,4073
qwen-plus-2025-12-01,0.6,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,4080
qwen-plus-2025-12-01,0.6,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,4315
qwen-plus-2025-12-01,0.6,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,6390
qwen-plus-2025-12-01,0.6,0.6,0.9,0.75,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,6603
qwen-plus-2025-12-01,0.6,0.6,0.9,0.75,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,6610
qwen-plus-2025-12-01,0.6,0.9,1.2,1.05,1,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,6823
qwen-plus-2025-12-01,0.6,0.9,1.2,1.05,2,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,6830
qwen-plus-2025-12-01,0.6,0.9,1.2,1.05,3,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,7043
qwen-plus-2025-12-01,0.9,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9076
qwen-plus-2025-12-01,0.9,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9311
qwen-plus-2025-12-01,0.9,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9318
qwen-plus-2025-12-01,0.9,0.6,0.9,0.75,1,0.9,0.9,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9553
qwen-plus-2025-12-01,0.9,0.6,0.9,0.75,2,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9560
qwen-plus-2025-12-01,0.9,0.6,0.9,0.75,3,0.9,0.9,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9795
qwen-plus-2025-12-01,0.9,0.9,1.2,1.05,1,0.7368421052631579,0.7,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,11935
qwen-plus-2025-12-01,0.9,0.9,1.2,1.05,2,0.5789473684210527,0.55,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,12170
qwen-plus-2025-12-01,0.9,0.9,1.2,1.05,3,0.7894736842105263,0.75,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,12177
qwen3-max,0.3,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1455
qwen3-max,0.3,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1690
qwen3-max,0.3,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1697
qwen3-max,0.3,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1932
qwen3-max,0.3,0.6,0.9,0.75,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,1939
qwen3-max,0.3,0.6,0.9,0.75,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,2174
qwen3-max,0.3,0.9,1.2,1.05,1,1.0,0.65,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,4322
qwen3-max,0.3,0.9,1.2,1.05,2,0.9230769230769231,0.6,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,4557
qwen3-max,0.3,0.9,1.2,1.05,3,1.0,0.65,0.65,sensitivity_results\scenario_b\summary_all_results_2.json,4564
qwen3-max,0.6,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,4799
qwen3-max,0.6,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,4806
qwen3-max,0.6,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,5041
qwen3-max,0.6,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,7050
qwen3-max,0.6,0.6,0.9,0.75,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,7264
qwen3-max,0.6,0.6,0.9,0.75,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,7271
qwen3-max,0.6,0.9,1.2,1.05,1,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,7484
qwen3-max,0.6,0.9,1.2,1.05,2,0.9333333333333333,0.7,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,7491
qwen3-max,0.6,0.9,1.2,1.05,3,1.0,0.75,0.75,sensitivity_results\scenario_b\summary_all_results_2.json,7705
qwen3-max,0.9,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,9802
qwen3-max,0.9,0.3,0.6,0.44999999999999996,2,0.6,0.6,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,10037
qwen3-max,0.9,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,10044
qwen3-max,0.9,0.6,0.9,0.75,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,10279
qwen3-max,0.9,0.6,0.9,0.75,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,10286
qwen3-max,0.9,0.6,0.9,0.75,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_2.json,10521
qwen3-max,0.9,0.9,1.2,1.05,1,1.0,0.95,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,12661
qwen3-max,0.9,0.9,1.2,1.05,2,1.0,0.95,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,12896
qwen3-max,0.9,0.9,1.2,1.05,3,0.8947368421052632,0.85,0.95,sensitivity_results\scenario_b\summary_all_results_2.json,12903
qwen3-max-2026-01-23,0.3,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,3
qwen3-max-2026-01-23,0.3,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,238
qwen3-max-2026-01-23,0.3,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,245
qwen3-max-2026-01-23,0.3,0.6,0.9,0.75,1,0.8,0.8,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,480
qwen3-max-2026-01-23,0.3,0.6,0.9,0.75,2,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,487
qwen3-max-2026-01-23,0.3,0.6,0.9,0.75,3,0.9,0.9,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,722
qwen3-max-2026-01-23,0.3,0.9,1.2,1.05,1,0.3076923076923077,0.2,0.65,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,729
qwen3-max-2026-01-23,0.3,0.9,1.2,1.05,2,0.15384615384615385,0.1,0.65,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,960
qwen3-max-2026-01-23,0.3,0.9,1.2,1.05,3,0.3076923076923077,0.2,0.65,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,967
qwen3-max-2026-01-23,0.6,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1201
qwen3-max-2026-01-23,0.6,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1208
qwen3-max-2026-01-23,0.6,0.3,0.6,0.44999999999999996,3,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1441
qwen3-max-2026-01-23,0.6,0.6,0.9,0.75,1,0.7,0.7,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1448
qwen3-max-2026-01-23,0.6,0.6,0.9,0.75,2,0.7,0.7,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1653
qwen3-max-2026-01-23,0.6,0.6,0.9,0.75,3,0.8,0.8,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1660
qwen3-max-2026-01-23,0.6,0.9,1.2,1.05,1,0.0,0.0,0.75,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1863
qwen3-max-2026-01-23,0.6,0.9,1.2,1.05,2,0.0,0.0,0.75,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,1870
qwen3-max-2026-01-23,0.6,0.9,1.2,1.05,3,0.06666666666666667,0.05,0.75,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2075
qwen3-max-2026-01-23,0.9,0.3,0.6,0.44999999999999996,1,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2082
qwen3-max-2026-01-23,0.9,0.3,0.6,0.44999999999999996,2,1.0,1.0,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2317
qwen3-max-2026-01-23,0.9,0.3,0.6,0.44999999999999996,3,0.95,0.95,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2324
qwen3-max-2026-01-23,0.9,0.6,0.9,0.75,1,0.55,0.55,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2559
qwen3-max-2026-01-23,0.9,0.6,0.9,0.75,2,0.55,0.55,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2566
qwen3-max-2026-01-23,0.9,0.6,0.9,0.75,3,0.55,0.55,1.0,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2801
qwen3-max-2026-01-23,0.9,0.9,1.2,1.05,1,0.0,0.0,0.95,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,2808
qwen3-max-2026-01-23,0.9,0.9,1.2,1.05,2,0.0,0.0,0.95,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,3037
qwen3-max-2026-01-23,0.9,0.9,1.2,1.05,3,0.0,0.0,0.95,sensitivity_results\scenario_b\summary_all_results_qwen3-max-2026-01-23.json,3044
